id	text	class_label
11717	I can't safe entry from my app and it's already the latest version. When I tried to reach out to their support group my email was blocked by them. By using bluetooth it takes up alot of my battery it's so annoying.	1
11718	I tested week ago but this app still showing old one. Is it possible to check from another way?	1
11719	One the the worst app I have ever seen.	1
11720	IAM happy that I have the CovidSAfe 19 on my phone and would like my grandson to have the CovidSAfe 19 on his phone and my granddaughter too Pattrich, Catherine Kennedy.my family in Bendigo.thank you.	0
11721	Constantly disrupting my bluetooth connections for other devices, would suggest that the scanning priority to somehow be adjusted to not interrupt other connections	2
11722	Easy to use.	0
11723	Unable to proceed. Keeps indicating that my NRIC is invalid.	2
11724	Major issue with connecting to my smartwatch after installing covidsafe. Had to uninstall the app to reconnect my watch. I have a pixel 3a paired to a fossil 5.	1
11725	Well I've tried twice. Uninstalling for good now. It continuously turns off my Bluetooth even though I chose not to worry about battery life. And I hear on the news it isn't even turned on anyway!!	1
11726	Keeps telling me to turn my Bluetooth on and its on, restarting the phone same thing a DUP supporter must have made this app	2
11727	Very nice	0
11728	App version 2.3.1 cannot let me scan QR code. My wife with older version. 2.2.0 is ok. Can i get an answer on this? I am using Xiaomi redmi note 8.	2
11729	Nice app	0
11730	When I put in my mobile number it says it is invalid	2
11731	Good	0
11732	I downloaded this app so the government would reduce restrictions	2
11733	Doesn't allow to scan a QR code, unlike the iPhone version.	2
11734	Always keep stopping. this app does not even starts in my phone. i do not know why. so many times i installed but still not \ud83d\ude12\ud83d\ude12\ud83d\ude14	1
11735	I've been trying to register into the app but after I fill up my NRIC it says 'temporarily unavailable' , please help me out with this issue.	2
11736	okay	0
11737	Doesn't install in latest Huawei phones or phones sold in China without Google Play Services.	2
11738	Can save you so is worth a try	0
11739	Great app which works just fine	0
11740	Please allow users to view all checked-in locations, and select which to check out. Instead of only allowing us to view last check in.. show all current check ins on the notification drop down. Please follow SAVEntry app as the best available app for Safe Entry purposes. If TraceTogether is going to be the compulsory app to use, then please make it better!	0
11741	ok	0
11742	My phone doesn't allow me to give the app location permission all the time. The options I have are: Allow only while using the app, Ask every time, and Deny. Is this an Android 11 problem? When will it be fixed?	2
11743	Slow and clumsy app. Can you please try it yourself and stop asking people to elaborate on inconveniences	2
11744	It doesn't give option for passport but only emirates I'd yet some people have only passports	1
11745	Good app.	0
11746	Good for me	0
11747	Phone is over heating, telling me this app is the cause. Otherwise good looking easy to use app.	1
11748	Best App for checking and giving updated Results ..	0
11749	Best of luck	0
11750	Nice app alway on bluetooth very suporting ap	0
11751	After trying it in four different venues where it didn’t work, and where the staff all commented “oh, that doesn’t seem to work” I gave up. Good idea, very poorly executed.	1
11752	Excellent	0
11753	Nice	0
11754	Super	0
11755	Very informative app providing updated status of COVID-19.	0
11756	Excellent	0
11757	Not loading after first screen, stuck on loading page	1
11758	I loved \u2665 \u2764 \ud83d\udc97 Qatar \ud83c\uddf6\ud83c\udde6 Allah Blessing the Qatari Amir sheak tamim	0
11759	Every time i open the app,doesnt work just tells us error on my huawei lite p7. Please developer work on it.	2
11760	It is not accepting international phone numbers. It says invalid phone number. If you aren't accepting international phone number, why did you add country code selection?	2
11761	Keeps telling me my mobile number is invalid, totally useless, try to help and can't	2
11762	Fine	0
11763	Gd	0
11764	Runs fine for me. I keep bluetooth off for battery savings while at home but turn it on when I go out for any reason. It reminds me to do that all the time, which is probably wise of it.	0
11765	Great app , very fast and easy, useful to be aware from corona	0
11766	Great initiative by the government! Works perfectly. Great tool for gather information about the spread. Especially after the lockdown ends.	0
11767	Best service thank you	0
11768	Excellent	0
11769	Good	0
11770	Hi Sorry...trying to download but it's not working in my phone... cant enter my cell phone number...any help.....	2
11771	Verygood informative	0
11772	Useless as it doesn't recognise my mobile number....slightly important	2
11773	A remarkable innovation and initiative from the Singapore government. A true example of what it means to be a Smart Nation. Stay safe everyone!	0
11774	Nice	0
11775	why it doesn't support in iphone 6	2
11776	Awesome	0
11777	Why can't make the profile, i mean NRIC work permit i submitted my FIN number then it will be show invalid..... Any idea please!!!	2
11778	Nice	0
11779	Its good app for using and good response too...	0
11780	This App is not working.	1
11781	Aosoem????	0
11782	Nice	0
11783	Hi please do something on the apps wheb my bluetooth is turn on my battery die off so fast, when this is a new phone brought first week, can you imagine the other user what are thier expirience ?	2
